CardNo,CardCount,Money
174069,64,265.6
174070,34,78.69999999999999
174072,36,212.29999999999995
174074,116,326.0999999999998
174077,11,368.0
174081,36,120.80000000000001
174082,59,280.5
174086,20,389.3
174091,2,300.0
174098,50,312.9000000000001
174100,128,362.49999999999994
174102,71,300.9
174109,64,304.99999999999994
174110,100,319.90000000000003
174114,103,307.9000000000001
174115,48,265.5
174116,70,398.50000000000006
174117,29,158.60000000000002
174121,36,200.0
174122,93,469.3
174124,27,91.6
174126,64,321.50000000000006
174127,148,423.2000000000001
174135,59,554.1000000000001
174136,70,368.69999999999993
174137,55,252.39999999999998
174139,35,140.69999999999996
174140,31,69.7
174143,51,218.7
174145,58,261.1
174147,60,214.7
174148,15,35.0
174149,42,196.9
174150,55,266.99999999999994
174156,143,431.7999999999999
174158,2,13.5
174160,27,160.0
174161,110,467.0
174166,77,319.0
174168,6,69.0
174169,64,199.29999999999995
174173,62,354.3
174175,39,208.39999999999998
174177,109,343.2000000000001
174180,45,223.7
174185,10,49.7
174187,107,400.6000000000001
174189,65,348.9
174190,19,113.0
174191,64,176.39999999999995
174193,37,158.59999999999997
174195,108,642.7
174196,81,441.2
174197,39,111.9
174198,103,276.1
174201,67,349.5
174202,89,455.5000000000001
174203,104,386.99999999999994
174205,99,479.2999999999999
174206,172,450.49999999999983
174207,48,304.15
174208,14,50.7
174209,76,324.79999999999995
174210,1,0.0
174212,32,113.70000000000002
174213,16,79.7
174216,66,308.1
174217,60,461.7
174218,22,50.5
174221,63,351.3
174222,53,221.6
174223,59,309.09999999999997
174224,68,258.8999999999999
174225,89,341.09999999999997
174226,52,260.69999999999993
174230,83,506.5000000000001
174231,130,269.0999999999999
174232,75,543.5
174238,45,103.09999999999997
174239,17,43.4
174240,17,85.7
174241,109,397.1000000000001
174242,64,277.5
174243,60,214.6
174244,48,111.6
174247,2,1.1
174248,16,77.2
174250,62,295.8999999999999
174251,70,354.59999999999997
174252,27,157.9
174254,122,328.3999999999999
174257,81,365.4
174258,16,101.29999999999998
174260,6,409.0
174261,35,180.50000000000003
174262,45,209.29999999999998
174264,1,114.3
174266,142,902.3000000000002
174267,52,201.39999999999995
174271,48,283.6
174272,36,214.3
174273,2,3.2
174276,60,170.0
174278,49,149.0
174279,2,200.0
174280,69,410.1000000000001
174284,89,322.4
174285,25,82.5
174286,9,59.8
174288,86,429.50000000000017
174290,45,80.5
174291,66,313.2
174292,67,283.5999999999999
174294,30,199.29999999999998
174295,2,100.0
174299,69,202.7
174304,51,317.70000000000005
174305,70,341.09999999999997
174306,33,202.6
174307,57,118.49999999999999
174308,48,253.9
174317,85,487.1
174318,66,344.59999999999997
174322,71,231.40000000000003
174324,97,361.19999999999993
174327,40,79.00000000000001
174328,60,372.1
174331,32,89.30000000000001
174336,64,313.70000000000005
174340,24,100.19999999999999
174341,181,555.6000000000003
174348,200,622.5000000000003
174349,89,270.79999999999995
174351,1,4.4
174353,38,164.39999999999998
174355,119,278.69999999999993
174357,50,281.59999999999997
174360,15,65.7
174363,71,293.59999999999997
174364,103,585.4999999999999
174365,15,78.19999999999999
174368,49,489.6000000000001
174376,35,169.2
174377,34,292.1
174378,23,98.89999999999999
174381,18,121.80000000000001
174382,162,583.1
174383,64,188.60000000000002
174385,80,415.60000000000014
174386,77,322.6
174388,23,83.4
174390,48,212.1
174392,36,192.2
174394,49,221.70000000000002
174398,59,361.2
174399,78,462.4
174400,114,453.7
174401,52,138.6
174405,70,356.60000000000014
174408,102,603.3999999999999
174409,10,49.50000000000001
174410,79,185.10000000000005
174411,9,47.6
174412,35,189.39999999999998
174413,71,378.6
174414,49,215.8
174415,19,92.0
174417,36,196.20000000000002
174457,183,745.6000000000003
174458,75,395.8
174459,34,67.8
174461,76,408.09999999999997
174462,16,103.2
174469,60,296.2
174470,6,18.7
174472,52,151.29999999999998
174475,92,475.49999999999994
174477,28,171.7
174478,36,142.10000000000002
174479,66,259.19999999999993
174480,130,498.3000000000001
174482,15,98.89999999999999
174483,60,287.40000000000003
174487,86,316.4
174488,12,33.6
174489,92,516.4000000000001
174492,11,26.400000000000002
174495,41,144.8
174498,3,48.0
174499,154,413.7000000000003
174500,10,43.300000000000004
174502,138,555.2000000000002
174507,111,681.3000000000001
174509,72,294.6
174510,1,159.2
174512,99,546.8
174514,63,351.6
174515,144,617.7000000000002
174517,2,15.5
174518,118,383.0
174526,182,531.2000000000003
174528,49,179.1
174533,6,37.0
174536,71,193.89999999999998
174540,22,72.1
174542,2,100.0
174543,12,50.4
174553,38,188.79999999999995
174555,24,184.6
174558,73,454.3999999999999
174559,85,241.99999999999997
174560,2,3.4
174562,140,340.29999999999995
174563,1,1.0
174568,20,67.5
174570,16,123.5
174573,71,340.29999999999995
174574,79,336.6
174579,152,347.7
174584,45,85.4
174587,1,51.4
174593,77,358.5
174594,62,299.9
174602,131,367.1000000000002
174603,23,100.29999999999998
174609,49,167.49999999999997
174610,36,215.39999999999992
174612,34,130.0
174614,25,108.89999999999998
174618,29,169.6
174621,58,131.1
174622,80,401.2
174629,94,420.9
174630,164,474.50000000000034
174633,75,128.40000000000003
174634,24,74.1
174635,56,299.6
174641,1,8.0
174642,103,368.20000000000005
174646,13,50.300000000000004
174652,70,200.8
174653,54,201.0
174655,37,126.80000000000003
174658,131,329.40000000000015
174659,101,226.00000000000006
174661,1,80.4
174663,128,407.4
174664,6,24.799999999999997
174665,1,0.0
174666,100,395.59999999999997
174670,2,0.5
174674,60,652.6000000000001
174676,5,16.1
174678,59,127.69999999999997
174679,2,8.0
174680,112,471.7
174681,84,326.3
174682,66,302.79999999999995
174684,31,206.6
174688,93,466.6000000000004
174689,21,95.30000000000001
174690,113,312.5
174691,102,214.10000000000008
174692,3,5.1
174694,28,68.80000000000001
174699,139,415.4
174700,54,312.59999999999997
174702,21,161.2
174703,5,45.0
174705,103,316.3999999999999
174706,6,22.0
174716,7,40.0
174717,55,173.69999999999996
174720,28,61.400000000000006
174723,45,223.7
174724,29,100.69999999999999
174727,61,212.39999999999992
174728,20,86.0
174736,11,329.20000000000005
174739,5,20.7
174740,3,9.1
174752,16,365.3
174753,22,101.2
174754,91,392.7999999999999
174756,92,427.29999999999995
174761,10,18.700000000000003
174764,34,153.2
174768,14,48.2
174771,1,19.7
174775,86,366.20000000000005
174776,62,97.19999999999997
174777,5,8.5
174778,3,9.1
174779,34,281.1
174780,1,2.0
174781,57,198.79999999999998
174782,23,104.9
174787,2,0.9
174788,78,306.29999999999995
174789,21,96.9
174790,32,110.5
174793,18,76.5
174794,61,222.70000000000005
174797,85,282.69999999999993
174798,35,138.2
174801,83,291.19999999999993
174805,62,141.7
174806,94,326.4
174807,41,219.89999999999995
174810,106,381.99999999999994
174811,83,432.3
174814,52,161.4
174815,1,4.0
174818,44,171.1
174822,78,264.20000000000005
174826,77,309.70000000000005
174828,64,204.00000000000003
174829,79,197.70000000000007
174830,90,607.1000000000001
174833,30,385.2
174836,7,46.6
174837,55,275.8
174838,63,472.90000000000003
174839,34,415.6
174840,99,641.0000000000001
174841,104,365.00000000000006
174845,33,134.49999999999997
174846,34,139.60000000000002
174847,6,17.1
174855,45,98.69999999999999
174858,52,129.20000000000002
174860,173,440.1000000000003
174862,54,228.59999999999997
174863,44,170.0
174866,69,343.50000000000006
174869,59,381.40000000000003
174874,59,237.1
174876,12,354.0
174878,71,203.7
174880,86,294.2999999999999
174884,58,283.69999999999993
174886,69,308.7
174887,14,43.2
174888,22,78.8
174889,97,448.8
174890,23,102.5
174892,22,89.0
174894,114,350.0
174895,22,114.5
174898,96,272.99999999999994
174899,69,276.29999999999995
174900,28,156.49999999999997
174901,107,234.89999999999998
174902,3,24.0
174903,11,43.3
174904,4,23.0
174995,5,20.4
175001,13,131.2
175608,30,85.20000000000002
175611,52,215.99999999999994
175612,111,703.2000000000003
175617,113,422.3000000000002
175619,69,321.70000000000005
175620,104,426.69999999999993
175627,1,10.5
175628,9,37.5
175629,24,116.0
175634,14,110.1
175636,8,31.2
175638,18,93.80000000000001
175639,62,151.10000000000008
175643,68,204.16000000000003
175644,75,198.79999999999995
175648,1,107.1
175651,62,199.89999999999995
175652,49,196.79999999999998
175653,92,480.2
175655,122,480.6
175656,23,86.4
175659,24,99.10000000000001
175660,99,334.09999999999997
175662,71,345.5
175664,63,164.00000000000003
175665,42,149.50000000000003
175666,95,302.09999999999997
175667,64,334.3
175668,42,401.4
175669,32,226.5
175671,46,166.29999999999998
175672,10,76.5
175675,98,357.7
175678,34,202.2
175679,73,234.99999999999997
175680,1,30.9
175682,24,101.09999999999998
175686,52,147.79999999999998
175687,112,274.2
175688,24,257.1
175690,42,167.79999999999998
175691,122,305.3
175692,75,244.30000000000004
175693,74,287.6
175695,33,102.2
175698,120,332.7000000000001
175699,10,39.0
175700,19,74.89999999999999
175703,70,487.5
175705,43,181.9
175706,41,123.29999999999998
175707,37,109.89999999999999
175708,24,156.4
175711,1,1.0
175712,53,167.80000000000004
175713,51,139.10000000000002
175714,83,382.19999999999993
175723,57,298.8
175724,117,759.0000000000001
175727,18,110.5
175730,54,166.3
175734,44,234.9
175736,2,50.0
175737,56,199.6
175739,74,438.99999999999994
175741,1,9.4
175743,71,260.09999999999997
175744,153,460.5000000000002
175746,29,142.8
175750,74,1509.0
175752,42,98.10000000000004
175753,160,515.8999999999999
175756,24,98.0
175957,20,97.60000000000001
175959,92,184.10000000000008
175960,116,370.9
175961,29,298.0
175963,7,224.6
175964,127,489.3
175966,77,404.5000000000001
175967,49,187.29999999999998
175968,71,157.29999999999995
175969,77,199.2
175970,38,131.1
175972,12,53.8
175980,45,298.0
175981,65,307.59999999999997
175982,5,17.0
175983,100,287.1
175984,1,171.0
175986,74,500.5
175990,29,250.49999999999997
175991,7,43.0
175992,109,631.7
175993,104,399.6000000000001
175994,56,409.20000000000005
175996,15,81.9
175998,15,27.9
176004,58,198.5
176005,79,329.3
176006,34,103.0
176010,60,272.5
176011,71,254.3
176012,100,358.2000000000001
176016,115,334.9
176019,36,163.8
176020,53,405.90000000000003
176022,61,171.3
176023,46,117.1
176024,70,276.7
176026,90,543.1
176027,55,313.7
176028,37,146.90000000000003
176031,12,76.2
176034,128,388.54999999999995
176035,67,378.09999999999997
176040,2,3.1
176046,155,505.1600000000002
176047,75,375.09999999999997
176049,16,50.400000000000006
176050,40,183.6
176052,37,142.2
176054,48,222.69999999999996
176055,105,542.8
176057,168,386.80000000000024
176058,50,235.70000000000002
176060,79,335.99999999999994
176067,47,177.0
176068,1,0.3
176070,108,875.7
176072,10,51.9
176073,42,162.29999999999998
176074,173,270.6000000000002
176081,34,115.69999999999999
176083,62,190.09999999999997
176085,97,207.09999999999997
176086,52,384.2
176087,1,70.4
176089,111,354.0999999999999
176090,66,345.1
176091,112,309.49999999999994
176093,84,199.9
176095,42,101.5
176096,71,191.90000000000003
176097,82,311.5
176099,37,144.1
176102,86,358.3999999999999
176104,66,298.7
176105,103,368.39999999999986
176106,104,334.58
176107,83,241.00000000000003
176109,11,61.0
176111,109,406.9000000000001
176114,79,241.29999999999995
176116,1,1.2
176124,94,454.29999999999995
176125,55,119.4
176127,78,401.59999999999997
176132,33,152.3
176135,56,195.69999999999996
176137,13,1870.6
176138,28,107.1
176139,31,389.9000000000001
176142,10,52.0
176145,12,20.2
176147,24,99.9
176148,23,109.3
176151,31,124.30000000000001
176152,13,70.2
176153,34,102.00000000000003
176154,11,92.5
176155,36,100.4
176160,53,208.59999999999997
176161,99,607.9
176162,46,208.9
176163,19,167.6
176164,18,50.0
176166,128,358.09999999999997
176170,1,8.0
176171,74,358.9000000000001
176172,59,253.49999999999997
176178,1,0.4
176179,68,343.09999999999997
176181,58,233.29999999999998
176182,11,72.0
176183,64,292.7
176186,35,153.5
180001,35,161.60000000000002
180002,47,126.8
180004,100,572.0000000000001
180005,36,185.09999999999997
180006,23,85.69999999999999
180007,117,512.5999999999999
180008,59,275.3999999999999
180009,48,304.8
180011,112,355.8999999999999
180012,103,346.19999999999993
180013,51,175.9
180014,140,436.4999999999998
180015,86,345.90000000000003
180016,118,299.9
180017,67,289.69999999999993
180018,31,139.89999999999998
180021,61,171.99999999999997
180022,17,85.9
180023,1,80.5
180024,31,142.7
180025,76,202.20000000000002
180026,110,296.1
180027,73,268.5
180029,10,54.3
180030,27,99.10000000000001
180031,104,269.80000000000007
180032,30,186.20000000000002
180035,18,54.5
180036,119,502.7
180037,32,171.6
180038,67,217.10000000000005
180039,1,159.3
180040,64,229.6
180041,6,20.2
180042,93,326.7
180045,127,472.79999999999984
180046,80,302.5
180047,33,113.9
180048,98,254.50000000000003
180049,28,154.5
180051,76,235.29999999999998
180052,97,366.30000000000007
180053,35,388.8
180054,56,165.10000000000002
180055,111,234.60000000000002
180058,71,236.99999999999994
180059,76,196.70000000000005
180061,124,223.10000000000005
180063,68,100.39999999999999
180064,59,177.60000000000002
180065,82,153.00000000000003
180066,81,210.57000000000002
180067,37,152.90000000000003
180069,80,352.70000000000005
180070,46,392.4
180071,120,345.0999999999999
180074,96,433.3000000000003
180075,6,25.6
180076,64,241.59999999999997
180077,90,426.60000000000025
180078,47,220.09999999999997
180079,64,300.40000000000003
180080,69,435.3
180081,62,210.59999999999997
180082,95,271.8
180083,89,282.59999999999997
180084,71,396.9999999999999
180085,106,345.09999999999985
180086,114,303.8
180087,93,316.79999999999995
180088,49,148.29999999999995
180089,75,179.1
180090,62,245.7
180091,107,533.7999999999997
180092,75,323.4
180093,13,59.4
180094,70,277.79999999999995
180095,88,457.0999999999999
180096,94,263.40000000000003
180097,42,249.5
180098,90,372.2
180099,73,462.5
180100,19,73.9
180101,30,149.8
180102,46,183.4
180104,89,269.5
180105,129,360.70000000000005
180106,107,281.6000000000001
180107,45,228.39999999999998
180108,114,388.4
180109,96,207.50000000000003
180110,56,240.4
180111,133,206.20000000000005
180112,74,407.7
180113,125,290.40000000000003
180114,100,298.3999999999999
180115,60,250.89999999999995
180117,45,115.7
180118,86,202.60000000000002
180119,28,85.0
180120,49,210.3
180121,66,205.20000000000002
180122,96,232.5
180123,87,322.29999999999995
180124,65,285.1
180125,97,249.39999999999992
180126,54,190.70000000000005
180127,46,134.0
180131,80,314.99999999999994
180132,66,238.79999999999998
180133,92,248.29999999999998
180134,12,82.1
180135,116,211.29999999999998
180136,90,127.00000000000004
180137,125,205.90000000000012
180138,62,218.70000000000002
180139,98,287.2
180140,65,381.9
